Title,Experience Level,Remote Status,Normalized Salary,Views,Applies,Location,Company Name,Formatted Work Type,Formatted Experience Level,Max Salary,Med Salary,Min Salary,Pay Period,Currency,Zip Code,Fips,City,Original Listed Time
databricks cloud data engineer,Entry Level,Remote,182000.0,3.0,,"richmond, va",open systems technologies,Contract,Entry level,90.0,,85.0,HOURLY,USD,23219.0,51760.0,richmond,1713539369000.0
cloud analytics - software development engineer,Entry Level,Unknown,137177.0,4.0,,"phoenix, az",intel corporation,Full-time,Entry level,164610.0,,109744.0,YEARLY,USD,85003.0,4013.0,phoenix,1713539864000.0
senior software engineer - data analytics,Mid-Senior,Unknown,145000.0,3.0,,"jersey city, nj",open systems technologies,Full-time,Mid-Senior level,150000.0,,140000.0,YEARLY,USD,7302.0,34017.0,jersey city,1713539378000.0
lead data engineer,Unknown,Remote,,8.0,1.0,united states,saxon ai,Contract,,,,,,,,,united states,1713549990000.0
blockchain data scientist,Unknown,Unknown,,22.0,4.0,"austin, tx",integra fec,Full-time,,,,,,,78701.0,48453.0,austin,1713551310000.0
business intelligence analyst,Unknown,Unknown,132300.0,16.0,1.0,"new york, united states",amazon web services (aws),Full-time,,185000.0,,79600.0,YEARLY,USD,,,new york,1712880000000.0
controls/ data analytics engineer (senior - advisor),Mid-Senior,Unknown,,5.0,,"houston, tx",halliburton,Full-time,Mid-Senior level,,,,,,77002.0,48201.0,houston,1713550558000.0
"senior data engineer , community operations",Mid-Senior,Unknown,182100.0,13.0,,"bellevue, wa",amazon,Full-time,Mid-Senior level,240500.0,,123700.0,YEARLY,USD,98004.0,53033.0,bellevue,1713312000000.0
generative ai - data scientist,Mid-Senior,Unknown,,15.0,3.0,"los angeles, ca",chabeztech llc,Contract,Mid-Senior level,,,,,,90001.0,6037.0,los angeles,1713550174000.0
market risk analytics- stress testing,Mid-Senior,Unknown,260000.0,5.0,,new york city metropolitan area,artech l.l.c.,Contract,Mid-Senior level,130.0,,120.0,HOURLY,USD,,,new york city metropolitan area,1713550783000.0
[finance] business analytics,Entry Level,Remote,,6.0,,united states,will bank,Full-time,Entry level,,,,,,,,united states,1713549896000.0
senior machine learning engineer,Mid-Senior,Remote,200000.0,4.0,,"california, united states",square one resources,Full-time,Mid-Senior level,210000.0,,190000.0,YEARLY,USD,,,california,1713551102000.0
senior data scientist,Mid-Senior,Remote,180000.0,17.0,2.0,united states,norstella,Full-time,Mid-Senior level,200000.0,,160000.0,YEARLY,USD,,,united states,1713551212000.0
data analytics developer,Entry Level,Unknown,,22.0,2.0,"houston, tx",oil and gas job search ltd,Full-time,Entry level,,,,,,77002.0,48201.0,houston,1713552065000.0
"2024 summer intern - data analytics - dallas, tx",Internship,Unknown,,45.0,14.0,"dallas, tx",dhl express,Full-time,Internship,,,,,,75201.0,48113.0,dallas,1713553245000.0
senior data engineer,Mid-Senior,Unknown,,5.0,1.0,"mclean, va",capital one,Full-time,Mid-Senior level,,,,,,22101.0,51059.0,mclean,1713554048000.0
lead data engineer (finops),Mid-Senior,Unknown,,8.0,,"new york, ny",capital one,Full-time,Mid-Senior level,,,,,,10001.0,36061.0,new york,1713554048000.0
lead data engineer (finops),Mid-Senior,Unknown,,5.0,,"plano, tx",capital one,Full-time,Mid-Senior level,,,,,,75023.0,48085.0,plano,1713554048000.0
senior data engineer,Mid-Senior,Unknown,,6.0,1.0,"chicago, il",capital one,Full-time,Mid-Senior level,,,,,,60601.0,17031.0,chicago,1713554050000.0
sr. analyst of fraud and compliance analytics,Mid-Senior,Unknown,,29.0,2.0,"detroit, mi",ally,Full-time,Mid-Senior level,,,,,,48201.0,26163.0,detroit,1713554287000.0
director of portfolio analytics - cat modeling (#54997),Mid-Senior,Unknown,,4.0,,"chicago, il",dw simpson global actuarial & analytics recruitment,Full-time,Mid-Senior level,,,,,,60601.0,17031.0,chicago,1713554504000.0
business intelligence analyst i,Mid-Senior,Remote,86100.0,31.0,12.0,"des moines, ia",principal financial group,Full-time,Mid-Senior level,121200.0,,51000.0,YEARLY,USD,50307.0,19153.0,des moines,1713554753000.0
"vp, market risk analytics manager",Mid-Senior,Unknown,160000.0,8.0,,greater chicago area,"madison-davis, llc",Full-time,Mid-Senior level,170000.0,,150000.0,YEARLY,USD,,,greater chicago area,1713552614000.0
senior data engineer,Mid-Senior,Unknown,,6.0,,"richmond, va",capital one,Full-time,Mid-Senior level,,,,,,23219.0,51760.0,richmond,1713554050000.0
senior data engineer,Mid-Senior,Unknown,,7.0,,"plano, tx",capital one,Full-time,Mid-Senior level,,,,,,75023.0,48085.0,plano,1713554048000.0
data scientist,Entry Level,Unknown,150100.0,8.0,1.0,"san jose, ca",adobe,Full-time,Entry level,192300.0,,107900.0,YEARLY,USD,95101.0,6085.0,san jose,1713484800000.0
data engineer,Unknown,Remote,,4.0,,united states,dropbox,Full-time,,,,,,,,,united states,1713560563000.0
business intelligence analyst,Associate,Remote,97500.0,3.0,,united states,copyright clearance center (ccc),Full-time,Associate,110000.0,,85000.0,YEARLY,USD,,,united states,1713561328000.0
junior ai/ml engineer- 1939207,Mid-Senior,Remote,104000.0,13.0,2.0,united states,ams staffing inc.,Full-time,Mid-Senior level,108000.0,,100000.0,YEARLY,USD,,,united states,1713562410000.0
data analyst 1,Mid-Senior,Unknown,,4.0,,"plano, tx",aditi consulting,Full-time,Mid-Senior level,,,,,,75023.0,48085.0,plano,1713484800000.0
"sales analytics & strategy, sr. manager",Mid-Senior,Remote,,2.0,,"chicago, il",spoton,Full-time,Mid-Senior level,,,,,,60601.0,17031.0,chicago,1713484800000.0
"ai engineer, biologics engineering, oncology r&d",Associate,Unknown,,4.0,,"gaithersburg, md",astrazeneca,Full-time,Associate,,,,,,20877.0,24031.0,gaithersburg,1713484800000.0
"data analyst, marketing",Entry Level,Unknown,90650.0,3.0,,"glastonbury, ct",crum & forster,Full-time,Entry level,113300.0,,68000.0,YEARLY,USD,6033.0,9003.0,glastonbury,1713562119000.0
data architect 1,Mid-Senior,Unknown,145600.0,4.0,,"austin, tx",my3tech,Contract,Mid-Senior level,75.0,,65.0,HOURLY,USD,78701.0,48453.0,austin,1713563061000.0
"data analyst, operations",Entry Level,Unknown,90650.0,2.0,,"glastonbury, ct",crum & forster,Full-time,Entry level,113300.0,,68000.0,YEARLY,USD,6033.0,9003.0,glastonbury,1713562119000.0
data analyst - office of institutional research & analysis,Entry Level,Unknown,87600.0,4.0,,"st louis, mo",washington university in st. louis,Full-time,Entry level,110500.0,,64700.0,YEARLY,USD,63367.0,29183.0,st louis,1713563970000.0
data scientist,Unknown,Remote,,2.0,,united states,sumeru inc,Contract,,,,,,,,,united states,1713564552000.0
ach data analyst,Entry Level,Remote,,3.0,,"oklahoma city, ok",global payments inc.,Full-time,Entry level,,,,,,73102.0,40109.0,oklahoma city,1713564592000.0
data scientist i,Entry Level,Unknown,,6.0,1.0,"washington, united states",seattle children's,Full-time,Entry level,,,,,,,,washington,1713398400000.0
"senior data scientist, research",Mid-Senior,Unknown,186500.0,6.0,1.0,"san bruno, ca",google,Full-time,Mid-Senior level,223000.0,,150000.0,YEARLY,USD,94066.0,6081.0,san bruno,1713565455000.0
data scientist,Unknown,Remote,,3.0,,united states,bizcoder ai,Full-time,,,,,,,,,united states,1713563623000.0
"manager, analytics & insights",Mid-Senior,Remote,,6.0,,united states,phreesia,Full-time,Mid-Senior level,,,,,,,,united states,1713484800000.0
