Title,Experience Level,Remote Status,Normalized Salary,Views,Applies,Location,Company Name,Formatted Work Type,Formatted Experience Level,Max Salary,Med Salary,Min Salary,Pay Period,Currency,Zip Code,Fips,City,Original Listed Time
senior machine learning engineer,Mid-Senior,Unknown,,12.0,1.0,"mclean, va",capital one,Full-time,Mid-Senior level,,,,,,22101.0,51059.0,mclean,1713402881000.0
senior machine learning engineer,Mid-Senior,Unknown,,20.0,6.0,"plano, tx",capital one,Full-time,Mid-Senior level,,,,,,75023.0,48085.0,plano,1713402882000.0
"senior machine learning engineer (python, pyspark, sql)",Mid-Senior,Unknown,,4.0,,"mclean, va",capital one,Full-time,Mid-Senior level,,,,,,22101.0,51059.0,mclean,1713402885000.0
"senior machine learning engineer (python, pyspark, sql)",Mid-Senior,Unknown,,6.0,,"new york, ny",capital one,Full-time,Mid-Senior level,,,,,,10001.0,36061.0,new york,1713402875000.0
senior data engineer,Mid-Senior,Unknown,,19.0,2.0,"mclean, va",capital one,Full-time,Mid-Senior level,,,,,,22101.0,51059.0,mclean,1713402872000.0
"senior manager, data science - audit analytics & innovation",Mid-Senior,Unknown,,11.0,,"mclean, va",capital one,Full-time,Mid-Senior level,,,,,,22101.0,51059.0,mclean,1713402874000.0
business manager - workplace analytics,Director,Unknown,,14.0,2.0,"mclean, va",capital one,Full-time,Director,,,,,,22101.0,51059.0,mclean,1713402875000.0
"senior manager, data science - audit analytics & innovation",Mid-Senior,Unknown,,10.0,1.0,"new york, ny",capital one,Full-time,Mid-Senior level,,,,,,10001.0,36061.0,new york,1713402877000.0
sr it data engineering associate,Unknown,Unknown,104032.5,12.0,1.0,"raleigh, nc",gilead sciences,Full-time,,117370.0,,90695.0,YEARLY,USD,27601.0,37183.0,raleigh,1713405859000.0
"senior manager, data science - audit analytics & innovation",Mid-Senior,Unknown,,12.0,,"richmond, va",capital one,Full-time,Mid-Senior level,,,,,,23219.0,51760.0,richmond,1713402875000.0
senior data engineer,Mid-Senior,Unknown,,18.0,1.0,"plano, tx",capital one,Full-time,Mid-Senior level,,,,,,75023.0,48085.0,plano,1713402886000.0
senior data engineer,Mid-Senior,Unknown,,19.0,2.0,"richmond, va",capital one,Full-time,Mid-Senior level,,,,,,23219.0,51760.0,richmond,1713402878000.0
technical data analyst,Entry Level,Unknown,,24.0,6.0,"milford, ma",talent groups,Full-time,Entry level,,,,,,1757.0,25027.0,milford,1713407960000.0
sr. machine learning engineer,Mid-Senior,Unknown,170000.0,45.0,19.0,"redwood city, ca",pubmatic,Full-time,Mid-Senior level,195000.0,,145000.0,YEARLY,USD,94061.0,6081.0,redwood city,1713403506000.0
sr. data engineer(only w2),Unknown,Unknown,,24.0,8.0,"monmouth junction, nj",precision technologies,Contract,,,,,,,8852.0,34023.0,monmouth junction,1713549703000.0
data analyst,Unknown,Remote,87500.0,20.0,7.0,united states,carallel,Full-time,,90000.0,,85000.0,YEARLY,USD,,,united states,1713550215000.0
associate data analyst,Entry Level,Remote,75000.0,99.0,54.0,united states,zest ai,Full-time,Entry level,85000.0,,65000.0,YEARLY,USD,,,united states,1713550117000.0
master data analyst,Mid-Senior,Unknown,88400.0,8.0,1.0,"houston, tx",korn ferry,Full-time,Mid-Senior level,45.0,,40.0,HOURLY,USD,77002.0,48201.0,houston,1713550101000.0
tableau crm (einstein analytics) expert,Unknown,Unknown,,9.0,1.0,"san jose, ca",vaspire technologies inc.,Full-time,,,,,,,95101.0,6085.0,san jose,1713550294000.0
"senior manager, ai engineering - marketplace monetization ai",Director,Unknown,260000.0,5.0,,"sunnyvale, ca",linkedin,Full-time,Director,300000.0,,220000.0,YEARLY,USD,94085.0,,sunnyvale,1713550523000.0
data scientist (6+ years) (fulltime),Unknown,Unknown,,18.0,5.0,"bentonville, ar",diverse lynx,Full-time,,,,,,,72712.0,5007.0,bentonville,1713550763000.0
senior data engineer with python - w2,Unknown,Unknown,,102.0,26.0,"jersey city, nj","cliecon solutions, inc.",Contract,,,,,,,7302.0,34017.0,jersey city,1713551185000.0
data scientist,Unknown,Remote,,26.0,6.0,united states,nebula,Contract,,,,,,,,,united states,1713551413000.0
junior data engineer,Unknown,Remote,,33.0,8.0,united states,4a it services llc,Contract,,,,,,,,,united states,1713551522000.0
omnichannel and patient analytics,Mid-Senior,Remote,,50.0,10.0,united states,indegene,Full-time,Mid-Senior level,,,,,,,,united states,1713552727000.0
remote opportunity for p&c insurance data scientist/actuary - pr12690a,Mid-Senior,Remote,,39.0,12.0,united states,pryor associates executive search,Full-time,Mid-Senior level,,,,,,,,united states,1713552451000.0
lead data scientist,Mid-Senior,Unknown,,222.0,44.0,"chicago, il",intelletec,Full-time,Mid-Senior level,,,,,,60601.0,17031.0,chicago,1713554768000.0
hr reporting & analytics administrator,Entry Level,Unknown,,30.0,1.0,"ramsey, nj",tandym group,Contract,Entry level,,,,,,7446.0,34003.0,ramsey,1713554901000.0
data architect/databricks architect,Unknown,Remote,,15.0,2.0,united states,arkhya tech. inc.,Full-time,,,,,,,,,united states,1713555090000.0
data architect,Mid-Senior,Remote,,31.0,3.0,united states,millennium corporation,Full-time,Mid-Senior level,,,,,,,,united states,1713553008000.0
master data analyst,Unknown,Remote,,13.0,4.0,united states,bcforward,Contract,,,,,,,,,united states,1713553503000.0
analytics specialist,Mid-Senior,Remote,,101.0,20.0,united states,akube,Contract,Mid-Senior level,,,,,,,,united states,1713554531000.0
clinical data manager,Mid-Senior,Remote,147500.0,130.0,51.0,united states,eliassen group,Full-time,Mid-Senior level,160000.0,,135000.0,YEARLY,USD,,,united states,1713555031000.0
"intern, data science and analytics (cloud infrastructure)",Internship,Unknown,44720.0,63.0,19.0,"miami, fl",razorfish,Internship,Internship,23.0,,20.0,HOURLY,USD,33122.0,12025.0,miami,1713552659000.0
business intelligence developer i,Entry Level,Unknown,77893.5,19.0,3.0,"cleveland, oh",northeast ohio regional sewer district,Full-time,Entry level,86548.0,,69239.0,YEARLY,USD,44102.0,39035.0,cleveland,1713555793000.0
senior ai engineer,Mid-Senior,Unknown,,8.0,,"washington, dc","zillion technologies, inc.",Contract,Mid-Senior level,,,,,,20001.0,11001.0,washington,1713553797000.0
reporting and data analyst,Unknown,Remote,72800.0,64.0,28.0,united states,ventegra,Full-time,,93600.0,,52000.0,YEARLY,USD,,,united states,1713556188000.0
"intern, data science and analytics (de)",Internship,Unknown,,6.0,,"miami, fl",razorfish,Internship,Internship,,,,,,33122.0,12025.0,miami,1713552468000.0
data engineer,Mid-Senior,Unknown,,128.0,56.0,"austin, tx",centraprise,Full-time,Mid-Senior level,,,,,,78701.0,48453.0,austin,1713553246000.0
business data analyst- (full time/10+year exp*),Unknown,Unknown,,21.0,7.0,"sunnyvale, ca","q1 technologies, inc.",Full-time,,,,,,,94085.0,,sunnyvale,1713554038000.0
vice president/p&c actuary/data scientist - pr12682,Executive,Unknown,,11.0,2.0,"new jersey, united states",pryor associates executive search,Full-time,Executive,,,,,,,,new jersey,1713554149000.0
financial data analyst,Unknown,Unknown,85550.0,3.0,,"minneapolis, mn",rsm us llp,Full-time,,109900.0,,61200.0,YEARLY,USD,55401.0,27053.0,minneapolis,1713560454000.0
sr data engineer,Mid-Senior,Unknown,,5.0,,"philadelphia, pa",experis,Contract,Mid-Senior level,,,,,,19102.0,42101.0,philadelphia,1713484800000.0
business data analyst,Mid-Senior,Unknown,93600.0,8.0,2.0,"mclean, va",piper companies,Full-time,Mid-Senior level,55.0,,35.0,HOURLY,USD,22101.0,51059.0,mclean,1713561286000.0
business data analyst ii,Associate,Unknown,,1.0,,"bordentown, nj",dhl supply chain,Full-time,Associate,,,,,,8505.0,34005.0,bordentown,1713561446000.0
business intelligence & analytics senior product owner,Director,Unknown,,4.0,,"atlanta, ga",boston consulting group (bcg),Full-time,Director,,,,,,30303.0,13121.0,atlanta,1713484800000.0
data engineer,Entry Level,Unknown,125000.0,7.0,1.0,"seattle, wa",brighton jones,Full-time,Entry level,140000.0,,110000.0,YEARLY,USD,98101.0,53033.0,seattle,1713560467000.0
machine learning engineer/python developer,Mid-Senior,Unknown,,3.0,1.0,"austin, texas metropolitan area",red oak technologies,Contract,Mid-Senior level,,,,,,,,austin,1713561373000.0
data engineer,Entry Level,Unknown,,8.0,1.0,"philadelphia, pa",experis,Contract,Entry level,,,,,,19102.0,42101.0,philadelphia,1713484800000.0
data scientist v,Entry Level,Unknown,171600.0,6.0,,"bernards, nj",experis,Contract,Entry level,85.0,,80.0,HOURLY,USD,7924.0,34035.0,bernards,1713484800000.0
data engineer,Entry Level,Unknown,140000.0,5.0,,"mclean, va",piper companies,Full-time,Entry level,145000.0,,135000.0,YEARLY,USD,22101.0,51059.0,mclean,1713561279000.0
data scientist / ai,Mid-Senior,Remote,114400.0,3.0,,"boston, ma",irvine technology corporation,Contract,Mid-Senior level,60.0,,50.0,HOURLY,USD,2108.0,25025.0,boston,1713561299000.0
agentic ai engineer,Unknown,Remote,,1.0,,united states,design engineering: an ideaxdesign company,Full-time,,,,,,,,,united states,1713561511000.0
enterprise data engineer (onsite),Entry Level,Unknown,145000.0,3.0,,"washington, dc",piper companies,Full-time,Entry level,160000.0,,130000.0,YEARLY,USD,20001.0,11001.0,washington,1713561278000.0
health data scientist,Mid-Senior,Unknown,,4.0,,"durham, nc",pricesenz,Contract,Mid-Senior level,,,,,,27701.0,37063.0,durham,1713562637000.0
data analyst,Unknown,Unknown,,3.0,,"charlotte, nc",e-it,Contract,,,,,,,28202.0,37119.0,charlotte,1713563214000.0
machine learning engineer,Unknown,Unknown,,4.0,,"phoenix, az",system one,Full-time,,,,,,,85003.0,4013.0,phoenix,1713484800000.0
machine learning engineer,Unknown,Unknown,,3.0,,"pittsburgh, pa",system one,Full-time,,,,,,,15201.0,42003.0,pittsburgh,1713484800000.0
staff machine learning engineer (customer identity),Unknown,Remote,,2.0,,united states,okta,Full-time,,,,,,,,,united states,1713484800000.0
sr business analytics analyst,Associate,Unknown,,6.0,,"kernersville, nc",ralph lauren,Full-time,Associate,,,,,,27284.0,37067.0,kernersville,1713563179000.0
data scientist,Unknown,Unknown,,2.0,,"bentonville, ar",realtek consulting llc,Full-time,,,,,,,72712.0,5007.0,bentonville,1713563943000.0
senior data engineer,Mid-Senior,Remote,126500.0,2.0,,united states,oracle,Full-time,Mid-Senior level,178200.0,,74800.0,YEARLY,USD,,,united states,1713484800000.0
data analyst - marketing development,Entry Level,Unknown,,3.0,,"salt lake city, ut",wtw,Full-time,Entry level,,,,,,84101.0,49035.0,salt lake city,1713484800000.0
"head of data engineering, healthcare & life sciences",Director,Unknown,,2.0,,"new york, ny",fractal,Full-time,Director,,,,,,10001.0,36061.0,new york,1713566480000.0
data analyst (banking domain only),Unknown,Unknown,109200.0,4.0,,"jersey city, nj",fixity technologies,Contract,,55.0,,50.0,HOURLY,USD,7302.0,34017.0,jersey city,1713566632000.0
data analyst,Unknown,Unknown,81120.0,,,"getzville, ny",dexian,Contract,,40.0,,38.0,HOURLY,USD,14068.0,36029.0,getzville,1713564531000.0
data analyst - remote,Entry Level,Remote,,4.0,,"reston, va",icf,Full-time,Entry level,,,,,,20190.0,,reston,1713565314000.0
senior business intelligence analyst (remote),Associate,Remote,,,,united states,ultra clean technology,Full-time,Associate,,,,,,,,united states,1713563575000.0
principal applied ai engineer,Mid-Senior,Unknown,197500.0,2.0,,"new york, ny",alaffia health,Full-time,Mid-Senior level,225000.0,,170000.0,YEARLY,USD,10001.0,36061.0,new york,1713567158000.0
senior data analyst (only locals to california will be considered),Unknown,Unknown,,1.0,,"fremont, ca",alpha net,Contract,,,,,,,94536.0,6001.0,fremont,1713566352000.0
data engineer,Mid-Senior,Unknown,,1.0,,"malvern, pa",centraprise,Full-time,Mid-Senior level,,,,,,19355.0,42029.0,malvern,1713566871000.0
data analyst,Unknown,Remote,,3.0,,united states,usctek - recruiting & staffing,Full-time,,,,,,,,,united states,1713568027000.0
senior data engineer,Mid-Senior,Unknown,,4.0,,"norwalk, ct",provision people,Full-time,Mid-Senior level,,,,,,6850.0,9001.0,norwalk,1713571114000.0
principal staff machine learning engineer - foundational ai technologies,Unknown,Unknown,,2.0,,"sunnyvale, ca",linkedin,Full-time,,,,,,,94085.0,,sunnyvale,1713572765000.0
data analyst,Unknown,Unknown,,15.0,5.0,"arlington, va",,Full-time,,,,,,,22201.0,51013.0,arlington,1713276999000.0
data engineer i/ii (health network),Entry Level,Unknown,111571.2,5.0,,"cincinnati, oh",cincinnati children's,Full-time,Entry level,,53.64,,HOURLY,USD,45202.0,39061.0,cincinnati,1713276485000.0
big data architect – fx trading,Mid-Senior,Unknown,161200.0,7.0,2.0,"connecticut, united states",first derivative,Contract,Mid-Senior level,85.0,,70.0,HOURLY,USD,,,connecticut,1713277028000.0
data scientist,Unknown,Remote,140000.0,436.0,204.0,united states,tetricus labs,Full-time,,160000.0,,120000.0,YEARLY,USD,,,united states,1713277157000.0
big data architect – fx trading,Mid-Senior,Unknown,,48.0,14.0,"massachusetts, united states",first derivative,Contract,Mid-Senior level,,,,,,,,massachusetts,1713276926000.0
big data architect – fx trading,Mid-Senior,Unknown,161200.0,30.0,7.0,"new jersey, united states",first derivative,Contract,Mid-Senior level,85.0,,70.0,HOURLY,USD,,,new jersey,1713277062000.0
aws snowflake data architect,Mid-Senior,Unknown,,5.0,,"fort washington, md",extend information systems inc.,Contract,Mid-Senior level,,,,,,20744.0,24033.0,fort washington,1713276806000.0
big data architect – fx trading,Mid-Senior,Unknown,161200.0,11.0,1.0,"pennsylvania, united states",first derivative,Contract,Mid-Senior level,85.0,,70.0,HOURLY,USD,,,pennsylvania,1713276993000.0
manager of corporate analytics (strong tableau needed),Mid-Senior,Unknown,,60.0,17.0,dallas-fort worth metroplex,"pinnacle group, inc.",Full-time,Mid-Senior level,,,,,,,,dallas-fort worth metroplex,1713277314000.0
data architect,Mid-Senior,Remote,180000.0,34.0,10.0,united states,nesco resource,Full-time,Mid-Senior level,210000.0,,150000.0,YEARLY,USD,,,united states,1713277654000.0
staff data engineer,Mid-Senior,Remote,,101.0,28.0,united states,splash,Full-time,Mid-Senior level,,,,,,,,united states,1713277708000.0
director of portfolio analytics (full stack development),Director,Unknown,235000.0,3.0,,"new york, ny",source one technical solutions,Full-time,Director,,235000.0,,YEARLY,USD,10001.0,36061.0,new york,1713277951000.0
data engineer with graph ql,Mid-Senior,Unknown,,167.0,87.0,"plano, tx",pronix inc,Contract,Mid-Senior level,,,,,,75023.0,48085.0,plano,1713278802000.0
research data analyst,Mid-Senior,Unknown,61150.0,49.0,11.0,"baltimore, md",the johns hopkins university,Part-time,Mid-Senior level,83300.0,,39000.0,YEARLY,USD,21201.0,24510.0,baltimore,1713225600000.0
azure data engineer- technical lead,Mid-Senior,Remote,,170.0,75.0,united states,talent groups,Full-time,Mid-Senior level,,,,,,,,united states,1713279389000.0
research data analyst,Mid-Senior,Unknown,,61.0,19.0,"baltimore, md",the johns hopkins university,Full-time,Mid-Senior level,,,,,,21201.0,24510.0,baltimore,1713225600000.0
data engineer,Entry Level,Remote,,155.0,71.0,"chicago, il",anuvu,Full-time,Entry level,,,,,,60601.0,17031.0,chicago,1713279362000.0
data engineer,Unknown,Remote,,830.0,470.0,"boston, ma","gardner resources consulting, llc",Contract,,,,,,,2108.0,25025.0,boston,1713279090000.0
data engineer,Entry Level,Remote,138500.0,231.0,114.0,united states,cai,Full-time,Entry level,155000.0,,122000.0,YEARLY,USD,,,united states,1713280128000.0
data engineer,Mid-Senior,Unknown,,216.0,75.0,"chicago, il",blue health intelligence,Full-time,Mid-Senior level,,,,,,60601.0,17031.0,chicago,1713279557000.0
sap analytics cloud,Mid-Senior,Remote,,51.0,7.0,united states,it america inc,Contract,Mid-Senior level,,,,,,,,united states,1713279910000.0
data architect,Unknown,Remote,,47.0,5.0,united states,isite technologies,Full-time,,,,,,,,,united states,1713280232000.0
associate director of commercial advanced analytics,Director,Unknown,,27.0,1.0,"santa monica, ca",kite pharma,Full-time,Director,,,,,,90401.0,6037.0,santa monica,1713279737000.0
data analytics internship,Internship,Unknown,41600.0,20.0,12.0,"columbus, oh",surge staffing,Internship,Internship,,20.0,,HOURLY,USD,43085.0,39049.0,columbus,1713280252000.0
senior data architect,Director,Unknown,,16.0,7.0,"piscataway, nj",vysystems,Full-time,Director,,,,,,8854.0,34023.0,piscataway,1713280442000.0
senior data analyst,Mid-Senior,Remote,,119.0,67.0,united states,adaptavist,Full-time,Mid-Senior level,,,,,,,,united states,1713280418000.0
summer data scientist internship,Internship,Unknown,,128.0,53.0,"alpharetta, ga",lending science dm,Internship,Internship,,,,,,30004.0,,alpharetta,1713280636000.0
data engineer (informatica / snaplogic / sql),Mid-Senior,Unknown,,67.0,35.0,"smithfield, ri",compunnel inc.,Full-time,Mid-Senior level,,,,,,2917.0,44007.0,smithfield,1713280892000.0
business data analyst,Mid-Senior,Unknown,,40.0,16.0,"richmond, va",collabera,Contract,Mid-Senior level,,,,,,23219.0,51760.0,richmond,1713449133000.0
data analyst i (onsite),Mid-Senior,Unknown,,31.0,5.0,"columbia, sc",dp professionals (dpp),Contract,Mid-Senior level,,,,,,29201.0,45079.0,columbia,1713398400000.0
"staff product manager - pricing strategy, monetization, and analytics",Mid-Senior,Remote,200000.0,6.0,1.0,united states,singlestore,Full-time,Mid-Senior level,230000.0,,170000.0,YEARLY,USD,,,united states,1713398400000.0
business intelligence internship,Internship,Unknown,,6.0,1.0,"cincinnati, oh",federal home loan bank of cincinnati,Internship,Internship,,,,,,45202.0,39061.0,cincinnati,1711289109000.0
analytics consultant,Mid-Senior,Unknown,,70.0,18.0,"charlotte, nc",talentbridge,Contract,Mid-Senior level,,,,,,28202.0,37119.0,charlotte,1713451452000.0
google cloud platform data engineer,Unknown,Unknown,,16.0,2.0,"boston, ma",your corporate life,Full-time,,,,,,,2108.0,25025.0,boston,1713450902000.0
data engineer,Unknown,Unknown,,123.0,,"wilmington, de",aptask,Contract,,,,,,,19801.0,10003.0,wilmington,1713451091000.0
"associate director, business analytics & insights (us)",Director,Unknown,,25.0,4.0,"rockville, md",immunocore,Full-time,Director,,,,,,20850.0,24031.0,rockville,1713451578000.0
